trade_id,symbol,signal_type,entry_price,exit_price,quantity,pnl,pnl_pct,fees,exit_reason,entry_seq,exit_seq,strategy,regime,bars_held,atr_at_entry,stop_loss,take_profit,equity_after
bt_pos_71,BTCUSDT,long,108586.20000000001,108260.20000000001,0.004840866828265079,-55.65418032834003,-0.5293883351906268,0.41988981783548024,stop_loss,1247,1248,volatility_breakout,MIXED,1,217.33333333333334,108260.20000000001,109129.53333333334,10457.267361152093
bt_pos_72,BTCUSDT,long,111126.20000000001,110695.74000000002,0.004705131355680341,-71.30546006392296,-0.6818815151513762,0.41748054610873736,stop_loss,1279,1285,volatility_breakout,MIXED,6,286.97333333333273,110695.74000000002,111843.63333333335,10385.857328414559
bt_pos_73,BTCUSDT,long,110765.20000000001,110697.6,0.004688231199155762,-11.507662540568445,-0.1108023849592139,0.4153075233649572,time_exit,1293,1301,volatility_breakout,MIXED,8,271.3933333333329,110358.11000000002,111443.68333333335,10374.245807300706
bt_pos_74,BTCUSDT,long,110729.9,111038.9,0.004684482604653624,50.24713053498699,0.4843497440166316,0.4155488343419635,time_exit,1322,1330,momentum,MIXED,8,481.9533333333355,110006.96999999999,111934.78333333333,10424.389195377618
bt_pos_75,BTCUSDT,long,111037.20000000001,110525.90000000001,0.004694097651677824,-84.41924005656436,-0.8098324292692418,0.4160155309633836,stop_loss,1331,1335,volatility_breakout,MIXED,4,340.8666666666667,110525.90000000001,111889.36666666668,10339.8657114291
bt_pos_76,BTCUSDT,short,110607.30000000002,110110.0,0.004674133493643321,80.94296567378908,0.7828319764546801,0.4126648498226085,time_exit,1336,1344,momentum,MIXED,8,271.09333333333393,111013.94000000002,109929.56666666668,10420.705278445774
bt_pos_77,BTCUSDT,long,109422.20000000001,108939.80000000002,0.00476169610848885,-80.81238648998152,-0.7755059994747385,0.41590939425673695,stop_loss,1358,1360,volatility_breakout,MIXED,2,321.6,108939.80000000002,110226.20000000001,10339.78868490301
bt_pos_78,BTCUSDT,short,108570.30000000002,109311.96000000002,0.004761794286698576,-124.02213647388727,-1.1994768992594527,0.4150042003363896,stop_loss,1398,1400,momentum,MIXED,2,494.4399999999975,109311.96000000002,107334.20000000003,10215.663150542272
bt_pos_79,BTCUSDT,long,108436.30000000002,108002.14000000001,0.004710444357905181,-71.98583677639726,-0.7046684643095584,0.4078084914127197,stop_loss,1458,1461,volatility_breakout,MIXED,3,289.4400000000004,108002.14000000001,109159.90000000002,10143.57515713437
bt_pos_80,BTCUSDT,long,107936.70000000001,108171.2,0.004698853660124114,38.15965765670757,0.37619910796698447,0.4061837587586944,time_exit,1467,1475,volatility_breakout,MIXED,8,260.6799999999988,107545.68000000001,108588.40000000001,10181.633379039507
bt_pos_81,BTCUSDT,long,107987.8,107644.4,0.004714251692802107,-57.06720888133903,-0.5604972938489183,0.4066177855490571,time_exit,1515,1523,momentum,MIXED,8,501.31999999999823,107235.82,109241.1,10124.464353824378
bt_pos_82,BTCUSDT,long,107647.80000000002,108099.9,0.004702587676582511,74.00556711029112,0.7309651610893172,0.4058289901084083,time_exit,1536,1544,volatility_breakout,MIXED,8,445.54000000000036,106979.49000000002,108761.65000000002,10198.368676291131
bt_pos_83,BTCUSDT,short,109228.6,109788.3,0.004668360061509134,-91.85981932443491,-0.9007395285225311,0.4089798995022159,stop_loss,1567,1569,momentum,MIXED,2,373.13333333333236,109788.3,108295.76666666668,10106.406873279933
bt_pos_84,BTCUSDT,long,109542.6,109033.16,0.004613003011285077,-82.6550051480474,-0.817855769540568,0.40331625562956974,stop_loss,1576,1582,momentum,MIXED,6,339.6266666666653,109033.16,110391.66666666667,10023.650804063152
bt_pos_85,BTCUSDT,long,110472.30000000002,109743.48000000001,0.004536725859814249,-116.1256023897909,-1.1585276255868244,0.39962344954606627,stop_loss,1610,1616,volatility_breakout,MIXED,6,485.88000000000176,109743.48000000001,111687.00000000003,9907.42496516532
bt_pos_86,BTCUSDT,short,109852.1,109814.8,0.0045094381287045585,5.490841759234528,0.055422036376831504,0.3962297177897326,time_exit,1616,1624,momentum,MIXED,8,464.06666666666763,110548.20000000001,108691.93333333333,9912.816732674903
bt_pos_87,BTCUSDT,long,109954.70000000001,110329.7,0.004507682133039744,58.766139174517384,0.5928358046616284,0.3971888216269521,time_exit,1626,1634,volatility_breakout,MIXED,8,321.63999999999845,109472.24000000002,110758.8,9971.483743682093
bt_pos_88,BTCUSDT,long,110446.30000000002,111115.41666666669,0.004514177362067399,105.31782826943258,1.0562007035811192,0.40006755427098317,take_profit,1644,1650,volatility_breakout,MIXED,6,267.6466666666655,110044.83000000002,111115.41666666669,10076.701857114089
bt_pos_89,BTCUSDT,long,111167.30000000002,110751.33000000002,0.004532223890080126,-66.38673497109818,-0.658820711245094,0.40231396661594093,stop_loss,1656,1663,volatility_breakout,MIXED,7,277.3133333333322,110751.33000000002,111860.58333333334,10010.214355124419
bt_pos_90,BTCUSDT,short,110771.1,111174.82,0.00451842328690625,-64.24736297398762,-0.6418244722317299,0.4011382453447327,stop_loss,1665,1667,momentum,MIXED,2,269.1466666666665,111174.82,110098.23333333334,9945.86689000688
bt_pos_91,BTCUSDT,long,111045.80000000002,111063.4,0.004478272429036883,2.360749613644895,0.023736223775014505,0.3978662026381756,time_exit,1667,1675,volatility_breakout,MIXED,8,275.18666666666684,110633.02000000002,111733.76666666669,9948.128180951626
bt_pos_92,BTCUSDT,short,110940.70000000001,111346.57,0.004483534077643112,-64.08927218328311,-0.6442409256962668,0.3986530200285022,stop_loss,1678,1682,momentum,MIXED,4,270.5800000000008,111346.57,110264.25000000001,9883.939427486534
bt_pos_93,BTCUSDT,long,110308.1,110695.8,0.004480151243420263,60.39735993863651,0.6110717731668128,0.39605235895429103,time_exit,1702,1710,momentum,MIXED,8,445.8799999999959,109639.28000000001,111422.79999999999,9944.237948030895
bt_pos_94,BTCUSDT,long,110976.30000000002,110750.1,0.004480343076869068,-35.86824027605387,-0.36069731184525805,0.39736413647964075,time_exit,1722,1730,volatility_breakout,MIXED,8,235.6599999999996,110622.81000000001,111565.45000000001,9908.270265375362
bt_pos_95,BTCUSDT,short,110750.1,111032.84,0.004473255674430706,-44.66372754653614,-0.4507767046318652,0.39683671793877,stop_loss,1730,1733,momentum,MIXED,3,188.49333333333198,111032.84,110278.86666666667,9863.507455126171
bt_pos_96,BTCUSDT,long,111026.70000000001,110962.3,0.004441952906429791,-10.406587724592285,-0.10550700994403092,0.39442587349817726,time_exit,1735,1743,volatility_breakout,MIXED,8,172.09999999999903,110768.55000000002,111456.95000000001,9853.002232327028
bt_pos_97,BTCUSDT,long,111226.30000000002,111312.3,0.004429259191543289,12.937797710733772,0.13130949110674325,0.3942724558092702,time_exit,1746,1754,volatility_breakout,MIXED,8,158.07333333333372,110989.19000000002,111621.48333333335,9865.841500015438
bt_pos_98,BTCUSDT,long,111312.30000000002,111671.80000000002,0.004431604368976042,55.36539104793217,0.5611882646532746,0.3952709247088763,take_profit,1754,1758,volatility_breakout,MIXED,4,143.80000000000194,111096.60000000002,111671.80000000002,9921.10823264837
bt_pos_99,BTCUSDT,long,111559.20000000001,111621.6,0.0044465665909438085,9.314346119012328,0.09388506853249536,0.3969553156080448,time_exit,1762,1770,volatility_breakout,MIXED,8,155.17333333333565,111326.44,111947.13333333335,9930.323367685056
bt_pos_100,BTCUSDT,short,111485.4,111763.43999999999,0.004453642973736945,-43.737889485687084,-0.4404521912276055,0.39770825106436936,stop_loss,1772,1779,momentum,MIXED,7,185.35999999999962,111763.43999999999,111022.0,9886.486174965692
bt_pos_101,BTCUSDT,long,102955.80000000002,102545.8,0.004801325508114011,-69.2936930710538,-0.7009000446526635,0.394672029615297,time_exit,3079,3087,volatility_breakout,MIXED,8,324.2666666666647,102469.40000000002,103766.46666666667,9817.09361703289
bt_pos_102,BTCUSDT,long,102501.80000000002,102100.66000000002,0.004788742059667678,-67.62537500581352,-0.6888602055194154,0.3919153622853896,stop_loss,3110,3118,volatility_breakout,MIXED,8,267.4266666666663,102100.66000000002,103170.36666666668,9749.370071090907
bt_pos_103,BTCUSDT,long,101952.80000000002,101584.44000000002,0.00478131550633769,-62.032858601701065,-0.6362819185665519,0.3892703046916705,stop_loss,3145,3149,volatility_breakout,MIXED,4,245.57333333333372,101584.44000000002,102566.73333333335,9687.239718788496
bt_pos_104,BTCUSDT,long,101934.30000000002,102224.1,0.004751707579680488,47.808529574003074,0.49352559709401717,0.3880404066941764,time_exit,3151,3159,volatility_breakout,MIXED,8,232.65999999999767,101585.31000000003,102515.95000000001,9734.951375965313
bt_pos_105,BTCUSDT,long,102315.80000000002,102028.51000000002,0.00475730599573346,-48.22427674746105,-0.49537750249183,0.3888513644628068,stop_loss,3160,3168,volatility_breakout,MIXED,8,191.5266666666624,102028.51000000002,102794.61666666667,9686.62974970409
bt_pos_106,BTCUSDT,short,101735.1,101997.64000000001,0.004760711765017231,-44.13366947846307,-0.4556188474213076,0.38796514089487866,stop_loss,3169,3170,momentum,MIXED,1,175.02666666666724,101997.64000000001,101297.53333333334,9642.39921392813
bt_pos_107,BTCUSDT,long,101673.80000000002,101698.9,0.004741830842325225,3.7799548184400638,0.03920178510039464,0.38574357653878216,time_exit,3187,3195,volatility_breakout,MIXED,8,256.7733333333318,101288.64000000001,102315.73333333335,9646.08274475443
bt_pos_108,BTCUSDT,long,101819.70000000001,101862.5,0.004736845003842296,6.709869411177186,0.06956125805774552,0.385924404576643,time_exit,3198,3206,volatility_breakout,MIXED,8,195.81333333333313,101525.98000000001,102309.23333333334,9652.69615333816
bt_pos_109,BTCUSDT,long,102126.80000000002,102627.20000000001,0.00472583893421617,82.38128932380644,0.8534622020237109,0.3870537700545992,take_profit,3214,3222,volatility_breakout,MIXED,8,200.1600000000006,101826.56000000001,102627.20000000001,9734.980915700433
bt_pos_110,BTCUSDT,long,103568.20000000001,104543.45000000001,0.004699792463179061,160.03030836437037,1.6438851813808912,0.39123262566790346,take_profit,3240,3243,volatility_breakout,MIXED,3,390.09999999999906,102983.05000000002,104543.45000000001,9894.913874255646
bt_pos_111,BTCUSDT,long,105872.30000000002,106141.5,0.004673041897765348,43.63310101262048,0.44096934953136546,0.39629974812177726,time_exit,3282,3290,volatility_breakout,MIXED,8,335.96666666666766,105368.35000000002,106712.21666666669,9938.448026129523
bt_pos_112,BTCUSDT,long,106291.80000000002,105897.62000000002,0.004675077487694028,-64.89557233569951,-0.6529814426487068,0.3968007922275413,stop_loss,3294,3298,volatility_breakout,MIXED,4,262.78666666666686,105897.62000000002,106948.76666666669,9873.453069313562
bt_pos_113,BTCUSDT,long,105931.20000000001,106544.18333333335,0.004660313991210126,99.5882373642246,1.0086565718945677,0.3960808006944273,take_profit,3299,3303,volatility_breakout,MIXED,4,245.1933333333349,105563.41,106544.18333333335,9972.942572147094
bt_pos_114,BTCUSDT,long,106236.0,105870.0,0.004693767918665563,-60.52539757336845,-0.6069021494462092,0.39823053526259117,stop_loss,3310,3312,momentum,MIXED,2,244.0,105870.0,106846.0,9912.317445148004
bt_pos_115,BTCUSDT,long,105878.20000000001,106467.65000000001,0.004681000170548803,96.1749478845231,0.9702666422441589,0.3975963840261323,take_profit,3313,3316,volatility_breakout,MIXED,3,235.77999999999787,105524.53000000001,106467.65000000001,10008.393269858076
bt_pos_116,BTCUSDT,long,105638.7,105750.3,0.004737086536400995,18.102512816845945,0.18087512506431602,0.400547194337308,time_exit,3334,3342,momentum,MIXED,8,493.699999999999,104898.15,106872.95,10026.395698742223
bt_pos_117,BTCUSDT,long,106135.80000000002,105630.72000000002,0.00472338065890219,-83.89908016584984,-0.8367904248539327,0.40010155390840957,stop_loss,3357,3361,volatility_breakout,MIXED,4,336.72000000000213,105630.72000000002,106977.60000000002,9942.396354619386
bt_pos_118,BTCUSDT,long,104952.30000000002,104975.7,0.004736626236213682,3.4815566984492823,0.035017629454561286,0.3977401890063464,time_exit,3386,3394,volatility_breakout,MIXED,8,322.49999999999903,104468.55000000002,105758.55000000002,9945.77848735429
bt_pos_119,BTCUSDT,long,105287.20000000001,105250.2,0.004723166010376517,-6.514261220077214,-0.06549840589777449,0.397761236637218,time_exit,3397,3405,momentum,MIXED,8,287.60666666666606,104855.79000000001,106006.21666666667,9939.164768349337
bt_pos_120,BTCUSDT,long,105250.20000000001,104869.76000000001,0.004721684504328418,-63.267965912607835,-0.6365585043933351,0.3968480636728428,stop_loss,3405,3410,volatility_breakout,MIXED,5,253.62666666666627,104869.76000000001,105884.26666666668,9875.797410789046
bt_pos_121,BTCUSDT,long,103124.80000000002,103296.1,0.004788274697642586,28.31274096070033,0.2866910175780846,0.3953599890138443,time_exit,3462,3470,volatility_breakout,MIXED,8,307.8866666666659,102662.97000000002,103894.51666666668,9904.011393775638
bt_pos_122,BTCUSDT,long,103380.20000000001,103096.64000000001,0.00479009103956833,-47.935354675764415,-0.48400422948050054,0.3956171444649536,stop_loss,3485,3487,volatility_breakout,MIXED,2,189.03999999999942,103096.64000000001,103852.80000000002,9855.976998985936
bt_pos_123,BTCUSDT,long,104685.70000000001,104922.1,0.004707413237426857,38.55445291351369,0.39118230963673256,0.3946842129551686,time_exit,3497,3505,volatility_breakout,MIXED,8,321.04000000000036,104204.14000000001,105488.30000000002,9894.43289212946
bt_pos_124,BTCUSDT,long,104993.80000000002,104565.09000000001,0.004711912937777973,-71.09651614242583,-0.718557878857831,0.3949692980069565,stop_loss,3511,3514,volatility_breakout,MIXED,3,285.80666666666804,104565.09000000001,105708.31666666668,9823.237431658112
bt_pos_125,BTCUSDT,long,101750.70000000001,101506.2,0.0048271104924379445,-41.70045544490033,-0.42451251681275887,0.3924574058601641,time_exit,3542,3550,volatility_breakout,MIXED,8,347.01333333333315,101230.18000000001,102618.23333333334,9781.438743838895
bt_pos_126,BTCUSDT,long,102951.20000000001,103100.0,0.0047505219676113025,24.349178106496662,0.24893496998128023,0.39154030082106805,time_exit,3595,3603,volatility_breakout,MIXED,8,406.8933333333329,102340.86000000002,103968.43333333335,9805.690107557954
bt_pos_127,BTCUSDT,short,99262.6,97984.46666666667,0.004939267210186895,220.56676983783012,2.2493977793319915,0.3897023874768861,take_profit,3661,3666,momentum,MIXED,5,511.2533333333345,100029.48000000001,97984.46666666667,10026.158820494707
bt_pos_128,BTCUSDT,short,96312.9,95319.3,0.005204992695939333,180.60984831346195,1.8014042831718733,0.39897768052271426,time_exit,3718,3726,momentum,MIXED,8,660.3400000000004,97303.40999999999,94662.04999999999,10206.668407219964
bt_pos_129,BTCUSDT,long,95335.1,95844.7,0.005353048566173405,95.06761632455868,0.9314358340766656,0.40935790170852737,time_exit,3745,3753,momentum,MIXED,8,567.7000000000029,94483.55,96754.35,10301.63395686045
bt_pos_130,BTCUSDT,long,95765.70000000001,96042.7,0.005378561403958019,51.73249150849228,0.502182557206167,0.4126613028779766,time_exit,3790,3798,volatility_breakout,MIXED,8,261.7533333333345,95373.07,96420.08333333334,10353.263432029375
bt_pos_131,BTCUSDT,long,95967.70000000001,95588.62000000001,0.00539413960740404,-71.98167809621988,-0.6952628839474009,0.4133126131042252,stop_loss,3823,3826,volatility_breakout,MIXED,3,252.71999999999923,95588.62000000001,96599.50000000001,10281.178221298835
bt_pos_132,BTCUSDT,short,95642.80000000002,96111.48000000001,0.005374778980382649,-88.57905418781655,-0.8615738204373429,0.4122547494169638,stop_loss,3858,3861,momentum,MIXED,3,312.4533333333316,96111.48000000001,94861.66666666669,10192.496355328805
bt_pos_133,BTCUSDT,long,95908.70000000001,95884.8,0.005313645349863362,-4.8525133909259335,-0.04760916018388468,0.40764905576360755,time_exit,3862,3870,volatility_breakout,MIXED,8,240.39999999999904,95548.1,96509.70000000001,10187.541916974325
bt_pos_134,BTCUSDT,long,96064.80000000002,96520.78333333335,0.005302432273306312,84.21525719150061,0.8266576966144755,0.40846880497607563,take_profit,3871,3879,volatility_breakout,MIXED,8,182.39333333333488,95791.21000000002,96520.78333333335,10271.655298746657
bt_pos_135,BTCUSDT,long,96412.70000000001,96087.93000000001,0.00532692025985511,-60.96101045015355,-0.5934936316816699,0.4101742023927491,stop_loss,3883,3884,volatility_breakout,MIXED,1,216.51333333333412,96087.93000000001,96953.98333333335,10210.591571743516
bt_pos_136,BTCUSDT,short,95909.5,95722.8,0.005323034512610073,34.37534288399765,0.3366669443129455,0.40802613865233894,time_exit,3884,3892,momentum,MIXED,8,236.04666666666745,96263.57,95319.38333333333,10244.864808711796
bt_pos_137,BTCUSDT,long,95577.30000000002,95607.6,0.005359465484331424,5.27385359706115,0.05147853519394229,0.40985954907014205,time_exit,3971,3979,volatility_breakout,MIXED,8,276.7599999999996,95162.16000000002,96269.20000000001,10250.036213660771
bt_pos_138,BTCUSDT,long,95675.70000000001,95297.33000000002,0.005356655981435605,-71.34711805872874,-0.6960739459823082,0.40919072937695256,stop_loss,3981,3984,volatility_breakout,MIXED,3,252.2466666666655,95297.33000000002,96306.31666666668,10178.586595239905
bt_pos_139,BTCUSDT,short,91067.9,91585.65999999999,0.005588460146352286,-101.68014024439631,-0.9989712825503578,0.40830085625974644,stop_loss,4080,4082,momentum,MIXED,2,345.17333333333374,91585.65999999999,90204.96666666666,10076.804669129557
bt_pos_140,BTCUSDT,short,91315.9,92004.04999999999,0.005517552074244221,-133.29621204433866,-1.3228156086834542,0.40459094814913876,stop_loss,4091,4092,momentum,MIXED,1,458.7666666666657,92004.04999999999,90168.98333333334,9943.407689038526
bt_pos_141,BTCUSDT,short,91312.0,91600.0,0.005444743127430418,-55.28137426646843,-0.5559656087186419,0.39836354196982104,time_exit,4164,4172,momentum,MIXED,8,382.90666666666607,91886.36,90354.73333333334,9888.026880695168
bt_pos_142,BTCUSDT,long,92581.70000000001,92139.26000000001,0.005340162732319221,-83.0891319696446,-0.8403088287663689,0.39457599458809184,stop_loss,4247,4250,volatility_breakout,MIXED,3,294.95999999999964,92139.26000000001,93319.1,9804.838868456718
